,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address
33,b7wUWVV01xaa7E0FUNMDiw,dailo-toronto,DaiLo,https://s3-media1.fl.yelpcdn.com/bphoto/530JAJ_shqQQJcZegJIwgg/o.jpg,False,https://www.yelp.com/biz/dailo-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,325,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,[],$$$,+16473418882,+1 647-341-8882,2303.341447940322,43.65574,-79.4098,503 College Street,,,Toronto,M6G 1A5,CA,ON,"['503 College Street', 'Toronto, ON M6G 1A5', 'Canada']"
34,ALkOqlWODyxPg5VSp0HLrg,zakkushi-on-carlton-toronto,Zakkushi On Carlton,https://s3-media2.fl.yelpcdn.com/bphoto/NxgVVhj_SXGdJxFgD0IVJg/o.jpg,False,https://www.yelp.com/biz/zakkushi-on-carlton-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,328,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,[],$$$,+16473529455,+1 647-352-9455,2425.741525051165,43.66343,-79.37062,193 Carlton Street,,,Toronto,M5A 2K9,CA,ON,"['193 Carlton Street', 'Toronto, ON M5A 2K9', 'Canada']"
35,0a2O150ytxrDjDzXNfRWkA,miku-toronto-2,Miku,https://s3-media3.fl.yelpcdn.com/bphoto/Jg_CVl1hjOI9pNmEvFvavw/o.jpg,False,https://www.yelp.com/biz/miku-toronto-2?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,902,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,[],$$$$,+16473477347,+1 647-347-7347,3993.962633165498,43.6412346,-79.3773697,105-10 Bay Street,,,Toronto,M5J 2R8,CA,ON,"['105-10 Bay Street', 'Toronto, ON M5J 2R8', 'Canada']"
36,h8vVxwP6FnlkRDONKBHT-w,chubbys-jamaican-kitchen-toronto,Chubby's Jamaican Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/1Vwt13a0XtAcDsFZ-meQDg/o.jpg,False,https://www.yelp.com/biz/chubbys-jamaican-kitchen-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,355,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",4.0,[],$$,+14167928105,+1 416-792-8105,3233.087088903006,43.64532,-79.40066,104 Portland Street,,,Toronto,M5V 2N2,CA,ON,"['104 Portland Street', 'Toronto, ON M5V 2N2', 'Canada']"
37,nrq5H3LZicjMG0wv7gy08g,kintaro-izakaya-toronto-3,Kintaro Izakaya,https://s3-media1.fl.yelpcdn.com/bphoto/FpzjEayQblBrEZN5ioy-0Q/o.jpg,False,https://www.yelp.com/biz/kintaro-izakaya-toronto-3?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,246,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,['restaurant_reservation'],$$,+16475605335,+1 647-560-5335,1751.9094217306326,43.66417,-79.38006,459 Church Street,Main Floor,,Toronto,M4Y 4C5,CA,ON,"['459 Church Street', 'Main Floor', 'Toronto, ON M4Y 4C5', 'Canada']"
38,jOqh0eVjqtUOpZ9AZgSazA,grey-gardens-toronto,Grey Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/eS8zbfSSC7EcU2U1ToUcZA/o.jpg,False,https://www.yelp.com/biz/grey-gardens-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,129,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.5,[],$$$,+16473511552,+1 647-351-1552,2307.435488353896,43.6537999,-79.40143,199 Augusta Avenue,,,Toronto,M5T 2L4,CA,ON,"['199 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada']"
39,Sk0Ycurq7D083Qs8x65b_Q,george-restaurant-toronto-3,George Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/3IJ79pmaRXapc8MfZU820Q/o.jpg,False,https://www.yelp.com/biz/george-restaurant-toronto-3?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,300,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],$$$$,+14168636006,+1 416-863-6006,2945.946687279367,43.65337263523713,-79.37432933100068,111 Queen Street E,,,Toronto,M5C 1S2,CA,ON,"['111 Queen Street E', 'Toronto, ON M5C 1S2', 'Canada']"
40,yY3jNsrpCyKTqQuRuLV8gw,cactus-club-cafe-toronto,Cactus Club Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/1fob77kJSVUCa_IgnubnNQ/o.jpg,False,https://www.yelp.com/biz/cactus-club-cafe-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,607,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.0,[],$$,+16477482025,+1 647-748-2025,2985.713992761241,43.64950420768667,-79.38251803088575,77 Adelaide Street W,,,Toronto,M5H 1P9,CA,ON,"['77 Adelaide Street W', 'Toronto, ON M5H 1P9', 'Canada']"
41,O_UC_izJXcAmkm6HlEyGSA,playa-cabana-toronto,Playa Cabana,https://s3-media1.fl.yelpcdn.com/bphoto/eleLP29pepclL6SRHMAyzA/o.jpg,False,https://www.yelp.com/biz/playa-cabana-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,474,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,[],$$,+14169293911,+1 416-929-3911,397.3648796523013,43.6759577692695,-79.4011840224266,111 Dupont Street,,,Toronto,M5R 1V4,CA,ON,"['111 Dupont Street', 'Toronto, ON M5R 1V4', 'Canada']"
42,fQwB9Z98YEhkJit7c3z51A,the-carbon-bar-toronto,The Carbon Bar,https://s3-media2.fl.yelpcdn.com/bphoto/1CdEhWZoVcHjWVONXSbQMQ/o.jpg,False,https://www.yelp.com/biz/the-carbon-bar-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,419,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],$$$,+14169477000,+1 416-947-7000,2944.036560134843,43.653088,-79.374829,99 Queen Street East,,,Toronto,M5C 1S2,CA,ON,"['99 Queen Street East', 'Toronto, ON M5C 1S2', 'Canada']"
43,JEXasd9XUHFbt_fIdmdK8g,la-banane-toronto,La Banane,https://s3-media3.fl.yelpcdn.com/bphoto/Bjjaj-oMR3XeGPV0ObWr5A/o.jpg,False,https://www.yelp.com/biz/la-banane-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,157,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.5,[],$$$$,+14165516263,+1 416-551-6263,3380.6405695278786,43.64904,-79.4203,227 Ossington Avenue,,,Toronto,M6J 2Z8,CA,ON,"['227 Ossington Avenue', 'Toronto, ON M6J 2Z8', 'Canada']"
44,KpEu3vvj1ruoID0T3lmD4Q,mira-toronto,Mira,https://s3-media4.fl.yelpcdn.com/bphoto/jHspzrCPem1pJ3ttSYyL0w/o.jpg,False,https://www.yelp.com/biz/mira-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,272,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.5,[],$$,+16479513331,+1 647-951-3331,3359.763701463973,43.64417,-79.39639,420A Wellington Street W,,,Toronto,M5V 1E3,CA,ON,"['420A Wellington Street W', 'Toronto, ON M5V 1E3', 'Canada']"
45,e41TP5cXZqSrz50xCBJqZw,insomnia-restaurant-and-lounge-toronto,Insomnia Restaurant & Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/kgiZaD3Il4F5iMfjposs3w/o.jpg,False,https://www.yelp.com/biz/insomnia-restaurant-and-lounge-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,1018,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,[],$$,+14165883907,+1 416-588-3907,1468.7971044745764,43.665961,-79.411003,563 Bloor Street W,,,Toronto,M5S 1Y6,CA,ON,"['563 Bloor Street W', 'Toronto, ON M5S 1Y6', 'Canada']"
46,W5d8iNog90R-qw43m5dGwg,café-polonez-toronto-2,Café Polonez,https://s3-media2.fl.yelpcdn.com/bphoto/iYXUtrNJeNxsKMBYJbBvDQ/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-polonez-toronto-2?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,288,"[{'alias': 'polish', 'title': 'Polish'}]",4.5,[],$$,+14165328432,+1 416-532-8432,5262.2122615621,43.64514,-79.44831,195 Roncesvalles Avenue,,,Toronto,M6R 2L5,CA,ON,"['195 Roncesvalles Avenue', 'Toronto, ON M6R 2L5', 'Canada']"
47,RrqcZLX05djKo1GVLMXMDQ,korean-village-restaurant-toronto,Korean Village Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/I-0wVgAyB2OWoSI-nELiUA/o.jpg,False,https://www.yelp.com/biz/korean-village-restaurant-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,430,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,[],$$,+14165360290,+1 416-536-0290,1781.9733814870037,43.66461,-79.41444,628 Bloor Street W,,,Toronto,M6G 1K7,CA,ON,"['628 Bloor Street W', 'Toronto, ON M6G 1K7', 'Canada']"
48,q5xrVJ4kivx_yEfJeOKNYQ,bar-isabel-toronto,Bar Isabel,https://s3-media1.fl.yelpcdn.com/bphoto/nk63u0JvadnPyjA_MHxUcg/o.jpg,False,https://www.yelp.com/biz/bar-isabel-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,469,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,[],$$$,+14165322222,+1 416-532-2222,2912.718682204373,43.654631,-79.4207738,797 College Street,,,Toronto,M6G 1C7,CA,ON,"['797 College Street', 'Toronto, ON M6G 1C7', 'Canada']"
49,A7waf6G3cvnLfAqKeLL8DA,buca-toronto,Buca,https://s3-media2.fl.yelpcdn.com/bphoto/BE5_Q9N8tlt8pGtJWvHzBg/o.jpg,False,https://www.yelp.com/biz/buca-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,454,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$$,+14168651600,+1 416-865-1600,3322.840614115309,43.64462,-79.40045,604 King Street W,,,Toronto,M5V 1M6,CA,ON,"['604 King Street W', 'Toronto, ON M5V 1M6', 'Canada']"
